Deal Name,Owner code,Client Code,Deal Status,Close Date (A),Closure Probability,Masked Deal value,Tentative Close Date,Deal Stage,Product deal,Sector/service,Created Date,source_row_number,quality_flag
Mr. Krabs,OWNER_003,COMPANY100,Won,,,,,A. Lead Generated,,Mining,2025-11-27,219,
Mr. Krabs,OWNER_003,COMPANY135,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,220,
Mr. Krabs,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,221,
SpongeBob,OWNER_001,COMPANY092,Won,,,,,A. Lead Generated,,Mining,2025-11-27,222,
Ben Tennyson,OWNER_003,COMPANY012,Won,,,,,A. Lead Generated,,Railways,2025-11-27,223,
Ben Tennyson,OWNER_003,COMPANY015,Won,,,,,A. Lead Generated,,Mining,2025-11-27,224,
Ben Tennyson,OWNER_001,COMPANY076,Won,,,,,A. Lead Generated,,Mining,2025-11-27,225,
Ben Tennyson,OWNER_001,COMPANY083,Won,,,,,A. Lead Generated,,Mining,2025-11-27,226,
Ben Tennyson,OWNER_003,COMPANY134,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,227,
Ben Tennyson,OWNER_004,COMPANY055,Won,,,,,A. Lead Generated,,Others,2025-11-27,228,
Ben Tennyson,OWNER_004,COMPANY054,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,229,
Ben Tennyson,OWNER_003,COMPANY164,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,230,
Ben Tennyson,OWNER_003,COMPANY003,Won,,,,,A. Lead Generated,,Mining,2025-11-27,231,
Ben Tennyson,OWNER_001,COMPANY169,Won,,High,,,A. Lead Generated,,Renewables,2025-11-27,232,
Ben Tennyson,OWNER_001,COMPANY106,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,233,
Ben Tennyson,OWNER_003,COMPANY060,Won,,,,,A. Lead Generated,,Railways,2025-11-27,234,
Ben Tennyson,OWNER_001,COMPANY028,Won,,,,,A. Lead Generated,,Mining,2025-11-27,235,
Ben Tennyson,OWNER_003,COMPANY044,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,236,
Ben Tennyson,OWNER_003,COMPANY113,Won,,,,,A. Lead Generated,,Mining,2025-11-27,237,
Ben Tennyson,OWNER_003,COMPANY113,Won,,,,,A. Lead Generated,,Mining,2025-11-27,238,business_key_duplicate
Aizawa,OWNER_003,COMPANY113,Won,,,,,A. Lead Generated,,Mining,2025-11-27,239,
Powerpuff Girls,OWNER_003,COMPANY113,Won,,,,,A. Lead Generated,,Mining,2025-11-27,240,
Mojo Jojo,OWNER_003,COMPANY069,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,241,
Mojo Jojo,OWNER_001,COMPANY127,Won,,,,,A. Lead Generated,,Others,2025-11-27,242,
Mojo Jojo,OWNER_003,COMPANY060,Won,,,,,A. Lead Generated,,Railways,2025-11-27,243,
Mojo Jojo,OWNER_003,COMPANY113,Won,,,,,A. Lead Generated,,Mining,2025-11-27,244,
Mojo Jojo,OWNER_003,COMPANY144,Won,,,,,A. Lead Generated,,Railways,2025-11-27,245,
Mojo Jojo,OWNER_003,COMPANY032,Won,,,,,A. Lead Generated,,Renewables,2025-11-27,246,
Mojo Jojo,OWNER_003,COMPANY151,Won,,,,,A. Lead Generated,,Railways,2025-11-27,247,
Mojo Jojo,OWNER_003,COMPANY151,Won,,,,,A. Lead Generated,,Railways,2025-11-27,248,business_key_duplicate
Mojo Jojo,,COMPANY109,Won,,,,,A. Lead Generated,,Mining,2025-11-27,249,missing_owner_code
Mojo Jojo,OWNER_001,COMPANY169,Won,,High,,,A. Lead Generated,,Renewables,2025-11-27,250,
Aang,OWNER_001,COMPANY169,Won,,High,,,A. Lead Generated,,Renewables,2025-11-27,251,
Katara,OWNER_001,COMPANY038,Won,,,,,H. Work Order Received,,Renewables,2025-08-13,252,
Ochaco,OWNER_002,COMPANY148,Won,2025-07-31,High,152925.0,2025-07-31,H. Work Order Received,,Powerline,2025-06-10,253,
Sokka,,COMPANY172,Won,,,,2024-09-30,Project Completed,,Mining,2024-08-09,254,missing_owner_code
Zuko,OWNER_003,COMPANY172,Won,,,,2025-07-28,Project Completed,Pure Service,Others,2025-04-24,255,
Zuko,OWNER_003,COMPANY033,Won,,,134574.0,2025-05-27,H. Work Order Received,Pure Service,Renewables,2025-05-06,256,
Appa,OWNER_003,COMPANY163,Won,,,1079650.5,2024-11-17,H. Work Order Received,Pure Service,Renewables,2024-08-30,257,
Appa,OWNER_003,COMPANY005,Won,,,183510.0,2024-09-30,Project Completed,Pure Service,Others,2024-08-30,258,
Appa,OWNER_003,COMPANY133,Won,,,,2024-09-30,Project Completed,Pure Service,Renewables,2024-08-30,259,
Appa,OWNER_003,COMPANY133,Won,,,,2024-09-30,Project Completed,Pure Service,Renewables,2024-08-30,260,business_key_duplicate
Appa,OWNER_003,COMPANY133,Won,,,1345740.0,2024-10-31,H. Work Order Received,Pure Service,Renewables,2024-09-17,261,
Appa,OWNER_003,COMPANY005,Won,,,3303180.0,2024-10-31,H. Work Order Received,Pure Service,Mining,2024-09-20,262,
Po (Kung Fu Panda),OWNER_003,COMPANY005,Won,,,1345740.0,2024-10-31,H. Work Order Received,Pure Service,Mining,2024-09-20,263,
Po (Kung Fu Panda),OWNER_003,COMPANY005,Won,,,,2024-10-31,H. Work Order Received,Pure Service,Mining,2024-09-20,264,business_key_duplicate
Po (Kung Fu Panda),,COMPANY038,Won,,,,2024-11-13,Project Completed,,Renewables,2024-11-05,265,missing_owner_code
Shrek,OWNER_003,COMPANY005,Won,,,91755.0,2024-12-31,H. Work Order Received,Pure Service,Construction,2024-11-17,266,
Donkey,OWNER_003,COMPANY059,Won,,,152925.0,2025-01-14,H. Work Order Received,Pure Service,Renewables,2024-11-17,267,
Donkey,OWNER_003,COMPANY029,Won,,,305850.0,2024-12-31,H. Work Order Received,Pure Service,Renewables,2024-11-17,268,
Puss in Boots,OWNER_001,COMPANY105,Won,2025-01-06,,,2025-01-06,Project Completed,,Renewables,2024-11-17,269,
Puss in Boots,OWNER_001,COMPANY123,Won,2024-12-31,,,2024-12-31,H. Work Order Received,,Renewables,2024-11-17,270,
Puss in Boots,OWNER_003,COMPANY133,Won,,,342552.0,2025-01-14,H. Work Order Received,Pure Service,Renewables,2024-11-17,271,
Winnie the Pooh,OWNER_003,COMPANY133,Won,,,342552.0,2025-01-14,H. Work Order Received,Pure Service,Renewables,2024-11-17,272,
Tigger,OWNER_001,COMPANY038,Won,2025-06-23,,,2025-06-23,Project Completed,,Renewables,2024-12-05,273,
Eeyore,OWNER_001,COMPANY038,Won,,,,2025-06-23,Project Completed,,Renewables,2024-12-05,274,
Buzz Lightyear,OWNER_001,COMPANY038,Won,,,,2025-06-11,K. Amount Accrued,,Renewables,2025-01-06,275,
Woody,OWNER_003,COMPANY056,Won,,,2936160.0,2025-05-13,H. Work Order Received,Pure Service,Mining,2025-01-14,276,
Jessie,OWNER_003,COMPANY005,Won,,,183510.0,2025-02-28,H. Work Order Received,Pure Service,Others,2025-01-16,277,
Jessie,OWNER_003,COMPANY038,Won,,,194275.92,2025-02-28,H. Work Order Received,Pure Service,Renewables,2025-01-16,278,
Anna,OWNER_003,COMPANY097,Won,,,1706643.0,2025-05-13,H. Work Order Received,Pure Service,Mining,2025-01-16,279,
Olaf,OWNER_003,COMPANY031,Won,,,1706643.0,2025-02-28,H. Work Order Received,Pure Service,Renewables,2025-01-16,280,
Baymax,OWNER_003,COMPANY002,Won,,,368243.4,2025-02-11,H. Work Order Received,Pure Service,Mining,2025-01-17,281,
Stitch,OWNER_003,COMPANY005,Won,,,61170.0,2025-02-28,H. Work Order Received,Pure Service,Mining,2025-01-17,282,
Inosuke,OWNER_001,COMPANY182,Won,,,,2025-02-28,Project Completed,,Mining,2025-01-17,283,
Tanjiro Kamado,OWNER_003,COMPANY199,Won,,,881077.9992,2025-02-28,H. Work Order Received,Pure Service,Renewables,2025-01-17,284,
Moana,OWNER_001,COMPANY182,Won,,,,2025-02-28,Project Completed,,Mining,2025-01-17,285,
Mulan,OWNER_001,COMPANY182,Won,,,,2025-02-28,Project Completed,,Mining,2025-01-17,286,
Simba,OWNER_001,COMPANY182,Won,,,,2025-02-28,Project Completed,,Mining,2025-01-17,287,
Timon,OWNER_001,COMPANY038,Won,,,,2025-01-29,Project Completed,,Renewables,2025-01-17,288,
Timon,OWNER_001,COMPANY182,Won,,,,2025-02-28,K. Amount Accrued,,Mining,2025-01-17,289,
Timon,OWNER_003,COMPANY082,Won,,,195744.0,2025-02-28,H. Work Order Received,Pure Service,Others,2025-01-17,290,
Timon,OWNER_006,COMPANY064,Won,,,,2025-03-31,Project Completed,,Others,2025-02-10,291,
Timon,OWNER_006,COMPANY181,Won,,,,2025-03-26,Project Completed,,Others,2025-03-11,292,
Timon,OWNER_002,COMPANY125,Won,2025-08-29,High,4986578.4,2025-08-29,H. Work Order Received,Service + Spectra,Powerline,2025-05-13,293,
Timon,OWNER_003,COMPANY062,Won,,,519945.0,2025-07-04,Project Completed,Pure Service,Railways,2025-05-14,294,
Timon,OWNER_003,COMPANY019,Won,,,,2025-07-04,Project Completed,Pure Service,Others,2025-05-14,295,
Timon,OWNER_003,COMPANY022,Won,,,305850.0,2025-05-30,H. Work Order Received,Pure Service,Renewables,2025-05-14,296,
Tuxedo Mask,OWNER_003,COMPANY131,Won,,,1205049.0,2025-05-13,H. Work Order Received,Pure Service,Powerline,2024-08-09,297,
Pumbaa,OWNER_003,COMPANY005,Won,,,,2024-09-30,Project Completed,Pure Service,Mining,2024-08-13,298,
Rafiki,OWNER_003,COMPANY005,Won,,,183510.0,2025-05-22,H. Work Order Received,Pure Service,Mining,2025-05-17,299,
Rafiki,OWNER_003,COMPANY005,Won,,,721806.0,2025-05-22,H. Work Order Received,Pure Service,Mining,2025-05-17,300,business_key_duplicate
Rafiki,OWNER_003,COMPANY005,Won,,,550530.0,2025-05-30,H. Work Order Received,Pure Service,Mining,2025-05-17,301,business_key_duplicate
Rafiki,OWNER_003,COMPANY005,Won,,,2960628.0,2025-05-22,H. Work Order Received,Pure Service,Mining,2025-05-17,302,business_key_duplicate
Rafiki,OWNER_001,COMPANY169,Won,,High,,2025-06-19,H. Work Order Received,,Powerline,2025-06-11,303,
Rafiki,OWNER_001,COMPANY037,Won,,,,2025-07-31,H. Work Order Received,,Renewables,2025-06-11,304,
Scar,OWNER_001,COMPANY037,Won,,,,2025-07-31,H. Work Order Received,,Renewables,2025-06-11,305,
Optimus Prime,OWNER_003,COMPANY005,Won,,,275265.0,2025-07-04,G. Project Won,Pure Service,Construction,2025-06-11,306,
Megatron,OWNER_003,COMPANY005,Won,,,685104.0,2025-07-31,H. Work Order Received,Pure Service,Construction,2025-06-11,307,
Iroh,OWNER_001,COMPANY186,Won,,,,2025-07-31,H. Work Order Received,,Mining,2025-06-12,308,
Appa,OWNER_001,COMPANY038,Won,,,,2025-07-31,H. Work Order Received,,Renewables,2025-06-12,309,
Pikachu,OWNER_003,COMPANY152,Won,,,214095.0,2025-08-31,H. Work Order Received,Pure Service,Renewables,2025-07-28,310,
Ash Ketchum,OWNER_003,COMPANY133,Won,,,489360.0,2025-08-31,G. Project Won,Pure Service,Renewables,2025-07-28,311,
Charmander,OWNER_003,COMPANY133,Won,,,746274.0,2025-08-31,H. Work Order Received,Pure Service,Renewables,2025-07-28,312,
Squirtle,OWNER_003,COMPANY031,Won,,,489360.0,2025-08-31,G. Project Won,Pure Service,Renewables,2025-07-28,313,
Bulbasaur,OWNER_003,COMPANY007,Won,,,2424950.076,2025-09-15,G. Project Won,Pure Service,Renewables,2025-07-28,314,
Bulbasaur,OWNER_003,COMPANY011,Won,,,14277078.0,2025-08-31,H. Work Order Received,Pure Service,Railways,2025-07-28,315,
Bulbasaur,OWNER_003,COMPANY061,Won,,,5020833.6,2025-09-15,G. Project Won,Pure Service,Railways,2025-07-28,316,
Alias_160,OWNER_003,COMPANY062,Won,,,14552343.0,2025-08-31,H. Work Order Received,Pure Service,Railways,2025-07-28,317,
Alias_160,OWNER_003,COMPANY173,Won,,,611700.0,2025-09-15,G. Project Won,Pure Service,Manufacturing,2025-07-28,318,
Alias_160,OWNER_003,COMPANY004,Won,,,91755.0,2025-08-31,H. Work Order Received,Pure Service,Mining,2025-07-28,319,
Alias_160,OWNER_003,COMPANY111,Won,,,8719220.736,2025-10-31,G. Project Won,Pure Service,Railways,2025-09-15,320,
Alias_160,OWNER_003,COMPANY007,Won,,,1368079.284,2025-10-31,G. Project Won,Pure Service,Mining,2025-09-15,321,
Alias_160,OWNER_001,COMPANY090,Won,2025-07-18,High,,2025-10-31,H. Work Order Received,,Mining,2025-09-15,322,
Alias_160,OWNER_001,COMPANY084,Won,2025-09-21,High,,2025-10-31,H. Work Order Received,,Mining,2025-09-15,323,
Alias_160,OWNER_002,COMPANY180,Won,2025-12-31,High,54900.6867,2025-12-31,H. Work Order Received,Spectra Deal,Powerline,2025-10-14,324,
Alias_160,OWNER_001,COMPANY105,Won,2025-11-21,High,428190.0,2025-11-21,G. Project Won,Pure Service,Renewables,2025-11-17,325,
Alias_162,OWNER_003,COMPANY007,Won,,,305850.0,2025-11-30,G. Project Won,Pure Service,Mining,2025-11-18,326,
Alias_162,OWNER_004,COMPANY128,Won,,,,2025-07-31,J. Invoice sent,,Mining,2025-06-22,327,
Alias_162,OWNER_003,COMPANY130,Won,,,,2025-09-30,F. Negotiations,,Mining,2025-08-25,328,
Alias_162,OWNER_003,COMPANY096,Won,,High,140691.0,2025-12-31,G. Project Won,Pure Service,Mining,2025-11-18,329,
Alias_162,OWNER_003,COMPANY104,Won,,High,1223400.0,2025-11-22,G. Project Won,Pure Service,Railways,2025-11-18,330,
Alias_162,OWNER_001,COMPANY038,Won,2025-11-28,High,483241.7766,2024-12-20,G. Project Won,,Renewables,2024-12-12,331,
Alias_162,OWNER_002,COMPANY124,Won,2025-12-31,High,611700.0,2025-12-31,H. Work Order Received,,Powerline,2025-06-23,332,
Alias_162,OWNER_001,COMPANY086,Won,2025-12-17,High,422073.0,2025-12-12,G. Project Won,Pure Service,Mining,2025-12-08,333,
Alias_162,OWNER_003,COMPANY111,Won,2026-01-12,High,4787115.264,2025-12-31,G. Project Won,Pure Service,Railways,2025-11-17,334,
Alias_162,OWNER_003,COMPANY111,Won,2026-01-12,High,4127536.2816,2025-12-16,G. Project Won,Pure Service,Railways,2025-11-27,335,
Vegeta,OWNER_001,COMPANY182,Won,2025-12-12,High,53217.9,2025-12-16,G. Project Won,,,2026-01-08,336,
Alias_165,OWNER_001,COMPANY184,Won,2025-12-12,High,51440.2998,2025-12-16,G. Project Won,,,2026-01-08,337,
Alias_166,OWNER_001,COMPANY138,Won,2026-01-01,High,367020.0,2026-01-01,G. Project Won,,,2026-01-08,338,
Alias_168,OWNER_001,COMPANY139,Won,2026-01-01,High,294397.7526,2026-01-01,G. Project Won,,,2026-01-08,339,
Alias_169,OWNER_001,COMPANY136,Open,2025-01-23,High,,,A. Lead Generated,,,2026-01-08,340,
Alias_170,OWNER_001,COMPANY040,Won,2025-11-28,High,550530.0,2025-11-28,G. Project Won,Pure Service,Renewables,2025-11-26,341,
Alias_171,OWNER_001,COMPANY041,Won,2025-11-28,High,473455.8,2025-11-28,G. Project Won,Pure Service,Renewables,2025-11-26,342,
Alias_172,OWNER_004,COMPANY181,Won,2026-01-08,High,159042.0,2025-12-02,F. Negotiations,Pure Service,DSP,2025-11-26,343,
Alias_173,OWNER_001,COMPANY170,Won,2026-01-01,High,207366.3,2026-01-31,G. Project Won,,Renewables,2026-01-09,344,
Alias_174,OWNER_003,COMPANY132,Won,2026-01-15,High,244680.0,2026-01-31,G. Project Won,Pure Service,Renewables,2026-01-08,345,
Alias_174,OWNER_003,COMPANY132,Won,2026-01-15,High,611700.0,2026-02-28,G. Project Won,Pure Service,Renewables,2026-01-08,346,business_key_duplicate
Alias_175,OWNER_003,COMPANY078,Won,2026-01-15,High,1027656.0,2026-01-15,G. Project Won,Pure Service,Railways,2025-11-18,347,
